age,experience,education,job_title,location,company_size,skills,salary
31,33,High School,Pharmacist,Boston,Startup (1-50),"Financial Modeling, Machine Learning, JavaScript, SQL, PowerPoint",180968
51,21,High School,Product Manager,San Francisco,Startup (1-50),"Communication, AWS, Financial Modeling, Project Management, Python, Machine Learning",162067
33,16,Bachelor,Sales Executive,Denver,Medium (200-1000),"Python, Machine Learning, AWS, Teamwork, Communication, JavaScript, PowerPoint",118467
26,10,Master,Accountant,Boston,Medium (200-1000),"Teamwork, Communication, Project Management, Machine Learning, Leadership, Python",169188
47,8,Bachelor,DevOps Engineer,Seattle,Medium (200-1000),"AWS, Excel, Communication, JavaScript, Financial Modeling",123796
55,16,Master,Nurse,Atlanta,Small (50-200),"Excel, Financial Modeling, Project Management, Teamwork, Machine Learning, JavaScript, SQL, Leadership",132124
32,13,Master,Accountant,Chicago,Medium (200-1000),"Excel, SQL, Leadership, Teamwork, JavaScript, Financial Modeling, PowerPoint",143120
49,36,Master,Nurse,San Francisco,Startup (1-50),"Python, Financial Modeling, SQL, JavaScript, Teamwork, Project Management, Leadership, Machine Learning",330327
27,32,Bachelor,Doctor,Los Angeles,Large (1000+),"Leadership, JavaScript, Communication, PowerPoint, Machine Learning, Project Management, SQL",329572
31,32,Master,UX Designer,New York,Startup (1-50),"Project Management, PowerPoint, Teamwork, AWS, Python, Excel",293862
42,33,Bachelor,Financial Analyst,Chicago,Startup (1-50),"Communication, Teamwork, Excel, Project Management, AWS, Leadership, JavaScript, Machine Learning",140831
52,3,Bachelor,HR Specialist,New York,Startup (1-50),"SQL, JavaScript, Communication, Project Management, Teamwork, AWS, Excel",85483
33,14,Master,Marketing Manager,Remote,Small (50-200),"JavaScript, Leadership, Financial Modeling, Project Management, AWS, Machine Learning, Python, PowerPoint",103325
47,14,Bachelor,Accountant,Chicago,Medium (200-1000),"Teamwork, Python, Leadership, JavaScript, Excel, Project Management, PowerPoint, Communication",117542
45,23,High School,Marketing Manager,San Francisco,Large (1000+),"SQL, Project Management, JavaScript, Excel, Financial Modeling, Communication, Python",170515
35,36,High School,Doctor,Boston,Large (1000+),"Teamwork, Project Management, AWS, PowerPoint, Machine Learning, Leadership, Communication",263073
25,23,Master,Financial Analyst,Atlanta,Large (1000+),"Project Management, Financial Modeling, PowerPoint, JavaScript, Machine Learning, SQL",172760
23,37,Master,Software Engineer,Remote,Large (1000+),"Python, Leadership, PowerPoint, Machine Learning, Communication, JavaScript",238489
44,8,Bachelor,Data Scientist,Austin,Large (1000+),"Python, Leadership, Financial Modeling, SQL, Communication",119164
44,9,Bachelor,Data Scientist,San Francisco,Medium (200-1000),"Project Management, PowerPoint, Python, SQL, Financial Modeling, Machine Learning, JavaScript, Excel",182611
38,28,Master,Marketing Manager,Seattle,Small (50-200),"Machine Learning, Project Management, PowerPoint, Excel, Python",165297
24,32,PhD,Pharmacist,Seattle,Small (50-200),"Excel, Leadership, PowerPoint, Python, Teamwork",287136
56,31,Bachelor,Doctor,New York,Small (50-200),"Project Management, SQL, Communication, Teamwork, Machine Learning",281080
55,27,Master,Doctor,Chicago,Large (1000+),"Financial Modeling, Machine Learning, Leadership, JavaScript, PowerPoint, Project Management, Teamwork",249048
27,36,Bachelor,DevOps Engineer,Austin,Medium (200-1000),"Machine Learning, Financial Modeling, Teamwork, SQL, JavaScript, Communication",199396
38,30,Bachelor,Nurse,Boston,Large (1000+),"JavaScript, Teamwork, Project Management, SQL, Python, Leadership",284729
50,38,Master,Pharmacist,San Francisco,Large (1000+),"Project Management, AWS, JavaScript, SQL, Leadership, PowerPoint, Machine Learning, Communication",512481
42,39,Bachelor,Pharmacist,Austin,Startup (1-50),"Teamwork, Project Management, Communication, PowerPoint, Leadership, Excel",163399
51,14,PhD,Investment Banker,Los Angeles,Medium (200-1000),"Project Management, SQL, Financial Modeling, AWS, Teamwork, Leadership, Python, Excel",229336
57,22,Bachelor,Investment Banker,Seattle,Small (50-200),"SQL, Excel, Leadership, Financial Modeling, PowerPoint, Communication",137582
44,20,Bachelor,UX Designer,Remote,Small (50-200),"PowerPoint, Financial Modeling, AWS, SQL, Communication, Project Management, Teamwork, Leadership",130542
52,16,Master,Investment Banker,Austin,Startup (1-50),"PowerPoint, Machine Learning, Communication, Project Management, Teamwork",103782
55,37,Bachelor,Teacher,Boston,Startup (1-50),"JavaScript, PowerPoint, Project Management, Excel, Machine Learning",156974
24,35,Bachelor,DevOps Engineer,Denver,Large (1000+),"Leadership, PowerPoint, AWS, SQL, Teamwork, Project Management",254391
52,3,Bachelor,Risk Manager,Denver,Large (1000+),"Communication, Financial Modeling, Teamwork, AWS, Machine Learning, JavaScript, SQL, PowerPoint",123505
46,30,Bachelor,Investment Banker,Boston,Large (1000+),"Project Management, Communication, Machine Learning, Financial Modeling, PowerPoint, Python, Teamwork",239597
30,11,Bachelor,Nurse,Remote,Small (50-200),"Machine Learning, Financial Modeling, Leadership, Excel, Project Management",96122
54,14,Bachelor,Doctor,Boston,Startup (1-50),"Leadership, Excel, Financial Modeling, PowerPoint, SQL, Python",144904
48,4,High School,Investment Banker,Atlanta,Medium (200-1000),"Machine Learning, JavaScript, Financial Modeling, Leadership, AWS, Excel, SQL, Project Management",66499
32,17,Master,HR Specialist,Los Angeles,Small (50-200),"PowerPoint, AWS, Excel, JavaScript, Teamwork, Machine Learning, Leadership",160720
55,39,High School,UX Designer,Atlanta,Startup (1-50),"Communication, Teamwork, Financial Modeling, PowerPoint, Machine Learning",127845
41,3,Master,Data Scientist,Austin,Small (50-200),"Teamwork, Communication, Project Management, Python, Leadership, SQL",104066
32,6,Master,Marketing Manager,Denver,Large (1000+),"Machine Learning, Teamwork, PowerPoint, Project Management, Python",118541
49,37,Bachelor,DevOps Engineer,Denver,Small (50-200),"Financial Modeling, Excel, Leadership, Teamwork, SQL",203387
42,39,High School,Pharmacist,Atlanta,Large (1000+),"PowerPoint, Machine Learning, Python, Communication, AWS, Financial Modeling, Excel",187920
49,5,Master,HR Specialist,Denver,Medium (200-1000),"Financial Modeling, Leadership, PowerPoint, Project Management, SQL, JavaScript, AWS, Python",110489
44,35,Bachelor,HR Specialist,Boston,Small (50-200),"Machine Learning, Excel, SQL, Teamwork, Financial Modeling, Python, AWS",171859
57,22,PhD,Pharmacist,Los Angeles,Medium (200-1000),"AWS, PowerPoint, JavaScript, Teamwork, Python",330922
34,14,Bachelor,Data Scientist,San Francisco,Small (50-200),"SQL, Financial Modeling, Teamwork, Communication, Project Management, Python",188639
27,7,Master,Software Engineer,New York,Medium (200-1000),"Financial Modeling, Machine Learning, Leadership, Teamwork, JavaScript, Project Management, Communication, AWS",187439
44,17,Bachelor,Financial Analyst,Denver,Small (50-200),"Communication, Teamwork, JavaScript, SQL, Machine Learning, AWS, Excel",121734
40,0,High School,Investment Banker,Boston,Medium (200-1000),"SQL, Leadership, Excel, Financial Modeling, Teamwork, PowerPoint, AWS",78086
30,19,Master,Nurse,Seattle,Medium (200-1000),"Teamwork, Excel, Communication, JavaScript, Leadership",206808
41,21,Bachelor,Teacher,Austin,Startup (1-50),"Excel, Python, JavaScript, Leadership, PowerPoint, AWS, Project Management",89307
30,14,Master,Product Manager,Atlanta,Startup (1-50),"SQL, Excel, Leadership, Project Management, Financial Modeling, Machine Learning",108305
30,5,Bachelor,Product Manager,Los Angeles,Medium (200-1000),"Financial Modeling, Excel, SQL, Project Management, Communication, PowerPoint, AWS",156856
32,32,High School,DevOps Engineer,Boston,Large (1000+),"JavaScript, Leadership, SQL, PowerPoint, Teamwork, Communication",234020
31,19,Bachelor,Product Manager,Austin,Large (1000+),"SQL, Excel, AWS, Python, Communication, Financial Modeling, JavaScript, Project Management",163097
27,5,Master,Risk Manager,Seattle,Small (50-200),"Project Management, Communication, JavaScript, AWS, Leadership, PowerPoint",117916
44,18,Master,Data Scientist,Remote,Medium (200-1000),"Leadership, AWS, PowerPoint, JavaScript, SQL",143973
45,30,Master,DevOps Engineer,San Francisco,Medium (200-1000),"Project Management, Communication, Financial Modeling, Excel, Leadership, JavaScript, SQL",349919
31,1,Bachelor,Data Scientist,Seattle,Startup (1-50),"Python, AWS, Excel, Teamwork, JavaScript, SQL, PowerPoint",81013
44,39,High School,Software Engineer,New York,Medium (200-1000),"AWS, Financial Modeling, Excel, SQL, Teamwork",255963
27,36,PhD,DevOps Engineer,Chicago,Medium (200-1000),"Python, Project Management, Teamwork, PowerPoint, Financial Modeling",283560
23,30,PhD,Financial Analyst,Remote,Medium (200-1000),"Project Management, Communication, Excel, PowerPoint, Financial Modeling, AWS, SQL, Machine Learning",184054
44,15,Master,Product Manager,Remote,Startup (1-50),"Project Management, SQL, Teamwork, Communication, Python, AWS, Financial Modeling, Leadership",117014
54,14,Bachelor,DevOps Engineer,Atlanta,Small (50-200),"SQL, Python, Machine Learning, AWS, Project Management",103162
40,15,PhD,HR Specialist,Seattle,Medium (200-1000),"AWS, Communication, Leadership, Machine Learning, Project Management, PowerPoint, Excel, SQL",162474
55,29,Master,DevOps Engineer,Chicago,Small (50-200),"Financial Modeling, AWS, Excel, Project Management, PowerPoint, JavaScript",214485
27,3,Bachelor,Software Engineer,Denver,Small (50-200),"SQL, Teamwork, Machine Learning, Excel, Leadership, JavaScript, Python",104352
38,26,Master,Software Engineer,Chicago,Small (50-200),"Leadership, PowerPoint, SQL, Teamwork, Project Management, Communication",185438
43,14,High School,Pharmacist,San Francisco,Large (1000+),"Teamwork, AWS, Leadership, Communication, Project Management",184150
43,28,Bachelor,Software Engineer,Los Angeles,Medium (200-1000),"Project Management, Financial Modeling, Leadership, Machine Learning, SQL, Python, AWS",268305
41,13,Bachelor,Accountant,Remote,Medium (200-1000),"AWS, Teamwork, Leadership, PowerPoint, Communication, JavaScript",97775
30,13,Bachelor,Nurse,San Francisco,Medium (200-1000),"Leadership, Excel, JavaScript, Project Management, PowerPoint, Financial Modeling, Python",222267
33,0,Bachelor,Accountant,Los Angeles,Medium (200-1000),"Project Management, Machine Learning, Leadership, Communication, JavaScript, AWS, PowerPoint",108539
28,29,Bachelor,Risk Manager,San Francisco,Large (1000+),"Python, Machine Learning, Excel, SQL, Leadership, Communication, JavaScript",296021
32,5,Master,Financial Analyst,Chicago,Startup (1-50),"Teamwork, Communication, Financial Modeling, Leadership, PowerPoint, JavaScript",95312
36,20,Master,Risk Manager,Boston,Medium (200-1000),"Project Management, Communication, Leadership, Excel, Machine Learning, Financial Modeling, JavaScript, Teamwork",196731
52,5,Bachelor,DevOps Engineer,Boston,Small (50-200),"AWS, Project Management, Communication, Financial Modeling, SQL, Teamwork, Machine Learning, Excel",131632
56,27,Bachelor,Risk Manager,Seattle,Startup (1-50),"AWS, Excel, Leadership, Python, Machine Learning",144017
22,7,Bachelor,Risk Manager,Seattle,Startup (1-50),"Communication, SQL, Financial Modeling, AWS, Machine Learning",93785
24,30,Bachelor,UX Designer,Los Angeles,Startup (1-50),"Project Management, Teamwork, Machine Learning, Python, JavaScript, Communication, AWS",219391
39,8,High School,Doctor,Boston,Large (1000+),"SQL, Teamwork, Excel, Python, Communication",120911
53,36,High School,Teacher,Austin,Large (1000+),"PowerPoint, JavaScript, Excel, Project Management, SQL, Financial Modeling, AWS",138037
22,34,Bachelor,Teacher,Boston,Medium (200-1000),"Python, AWS, Machine Learning, Leadership, Communication, Teamwork, Financial Modeling, SQL",190658
49,30,Bachelor,Investment Banker,Seattle,Small (50-200),"Machine Learning, JavaScript, Python, Project Management, PowerPoint, Communication",178684
53,5,Bachelor,Product Manager,Denver,Startup (1-50),"Project Management, AWS, Financial Modeling, Excel, SQL, JavaScript, PowerPoint",100162
25,38,Master,HR Specialist,Atlanta,Large (1000+),"Financial Modeling, Python, SQL, Teamwork, JavaScript",186903
22,7,Master,HR Specialist,Remote,Small (50-200),"Teamwork, Project Management, Leadership, JavaScript, Financial Modeling, Machine Learning, AWS, Python",80681
22,19,Master,Doctor,Atlanta,Medium (200-1000),"AWS, Excel, PowerPoint, Communication, Leadership, Financial Modeling, SQL, Project Management",147889
41,7,PhD,Investment Banker,Remote,Startup (1-50),"SQL, JavaScript, Machine Learning, Teamwork, PowerPoint, Excel, Financial Modeling, Leadership",110159
32,7,Master,Pharmacist,New York,Medium (200-1000),"Teamwork, Python, SQL, AWS, Machine Learning, PowerPoint, JavaScript, Communication",209088
43,29,Master,Risk Manager,Austin,Medium (200-1000),"Excel, AWS, Python, Project Management, SQL",167784
55,25,Bachelor,DevOps Engineer,Los Angeles,Large (1000+),"PowerPoint, Teamwork, JavaScript, Excel, Financial Modeling, Python",278854
43,4,Master,Nurse,San Francisco,Small (50-200),"Excel, JavaScript, Communication, AWS, SQL, Teamwork, Project Management, Leadership",165677
33,32,Bachelor,Accountant,Remote,Large (1000+),"JavaScript, PowerPoint, Financial Modeling, Communication, Project Management, Python, Machine Learning, SQL",164336
39,28,PhD,Medical Technician,Boston,Large (1000+),"JavaScript, Project Management, Communication, Teamwork, AWS, Python, PowerPoint, SQL",367842
58,21,Bachelor,Doctor,Los Angeles,Medium (200-1000),"Leadership, Project Management, Teamwork, Machine Learning, PowerPoint, JavaScript, SQL",241357
59,11,Bachelor,Investment Banker,Chicago,Startup (1-50),"PowerPoint, Excel, Python, SQL, Communication, Leadership",93345
23,37,Bachelor,Doctor,Seattle,Large (1000+),"Communication, Leadership, Excel, Project Management, Machine Learning, PowerPoint, JavaScript, Financial Modeling",292524
52,35,Bachelor,Product Manager,Austin,Small (50-200),"PowerPoint, Python, Leadership, JavaScript, Project Management, SQL",184238
56,8,Master,Doctor,Atlanta,Medium (200-1000),"Financial Modeling, Machine Learning, Python, JavaScript, SQL, Excel",129791
25,2,Bachelor,UX Designer,San Francisco,Medium (200-1000),"Project Management, Python, Machine Learning, Leadership, JavaScript",145096
50,30,Bachelor,Sales Executive,Austin,Medium (200-1000),"Teamwork, AWS, Project Management, Python, JavaScript",123729
29,2,High School,HR Specialist,San Francisco,Startup (1-50),"Project Management, Machine Learning, PowerPoint, Leadership, Teamwork, AWS",76833
43,7,Bachelor,Pharmacist,Austin,Large (1000+),"Excel, Leadership, PowerPoint, Machine Learning, Python, Project Management, AWS, JavaScript",114584
59,10,Bachelor,Pharmacist,Seattle,Small (50-200),"Teamwork, Leadership, Communication, Python, Financial Modeling",124427
55,26,Master,Teacher,Remote,Startup (1-50),"PowerPoint, Teamwork, Project Management, Excel, Python, Leadership, Financial Modeling, Machine Learning",116884
22,30,Master,UX Designer,San Francisco,Large (1000+),"Communication, Teamwork, JavaScript, Leadership, AWS, Python, SQL, Project Management",422711
57,1,Bachelor,Product Manager,Seattle,Medium (200-1000),"Excel, Teamwork, Machine Learning, JavaScript, Communication, Python",93674
25,28,Master,Nurse,Boston,Startup (1-50),"Project Management, JavaScript, Financial Modeling, Communication, Teamwork",223900
37,6,Master,Doctor,Boston,Small (50-200),"PowerPoint, Communication, Machine Learning, SQL, Financial Modeling, JavaScript",151787
52,17,Master,DevOps Engineer,Remote,Small (50-200),"Project Management, AWS, Leadership, PowerPoint, Financial Modeling, Teamwork",137915
48,28,Bachelor,Risk Manager,Boston,Large (1000+),"Teamwork, Communication, PowerPoint, Python, Excel, AWS",215709
